txn_id,user_id,txn_date,amount,ingestion_date
1326,470,2024-01-19,4334,2024-01-19
1327,494,2024-01-24,4267,2024-02-03
1328,328,2024-02-01,2528,2024-02-01
1329,433,2024-01-13,4309,2024-01-16
1330,142,2024-01-07,4507,2024-01-07
1331,373,2024-01-01,1826,2024-01-01
1332,443,2024-02-10,3575,2024-02-11
1333,153,2024-01-14,3665,2024-01-24
1334,431,2024-02-22,1359,2024-02-22
1335,112,2024-01-30,410,2024-02-02
1336,144,2024-01-05,1558,2024-01-05
1337,228,2024-02-05,4810,2024-02-05
1338,216,2024-02-28,3439,2024-03-01
1339,298,2024-01-29,3647,2024-02-03
1340,261,2024-01-02,1069,2024-01-07
1341,373,2024-01-01,618,2024-01-16
1342,487,2024-02-17,472,2024-03-03
1343,458,2024-02-24,3030,2024-02-24
1344,357,2024-01-07,2568,2024-01-09
1345,410,2024-01-06,3685,2024-01-08
1346,295,2024-01-26,3982,2024-01-26
1347,180,2024-02-04,1217,2024-02-05
1348,482,2024-01-26,2516,2024-02-05
1349,424,2024-01-10,3156,2024-01-12
1350,105,2024-02-05,1258,2024-02-15
1351,163,2024-01-03,4791,2024-01-03
1352,405,2024-01-26,4585,2024-02-05
1353,143,2024-01-20,2916,2024-01-21
1354,208,2024-01-27,1266,2024-02-06
1355,182,2024-01-12,2170,2024-01-13
1356,199,2024-01-08,4747,2024-01-08
1357,127,2024-02-24,3878,2024-03-05
1358,430,2024-02-05,2481,2024-02-05
1359,443,2024-01-05,904,2024-01-07
1360,201,2024-02-16,4091,2024-03-02
1361,269,2024-01-23,2021,2024-01-23
1362,151,2024-01-19,671,2024-02-03
1363,199,2024-01-21,3791,2024-01-28
1364,268,2024-02-09,4885,2024-02-11
1365,178,2024-02-06,3085,2024-02-21
1366,261,2024-01-28,139,2024-01-28
1367,260,2024-01-16,3672,2024-01-17
1368,241,2024-02-23,1200,2024-02-26
1369,447,2024-02-16,4031,2024-02-19
1370,336,2024-01-29,2602,2024-02-01
1371,349,2024-02-05,1539,2024-02-05
1372,430,2024-02-08,2398,2024-02-08
1373,171,2024-02-27,1709,2024-03-08
1374,234,2024-02-16,717,2024-02-16
1375,109,2024-02-24,355,2024-03-05
1376,397,2024-02-07,4933,2024-02-12
1377,208,2024-02-28,4618,2024-02-28
1378,233,2024-02-04,3967,2024-02-14
1379,434,2024-02-19,3096,2024-02-19
1380,300,2024-01-15,2483,2024-01-30
1381,168,2024-01-30,4281,2024-02-09
1382,146,2024-01-26,4213,2024-01-29
1383,105,2024-02-12,1458,2024-02-13
1384,487,2024-02-02,3755,2024-02-02
1385,181,2024-01-12,4735,2024-01-27
1386,437,2024-02-25,4060,2024-02-25
1387,283,2024-01-03,4094,2024-01-04
1388,218,2024-01-05,3126,2024-01-07
1389,219,2024-01-03,4342,2024-01-04
1390,284,2024-01-25,3824,2024-02-01
1391,123,2024-01-03,945,2024-01-06
1392,460,2024-02-03,2257,2024-02-05
1393,396,2024-02-04,1524,2024-02-19
1394,292,2024-02-11,3092,2024-02-16
1395,400,2024-02-11,4332,2024-02-11
1396,228,2024-01-25,4330,2024-01-26
1397,307,2024-01-23,4088,2024-01-26
1398,346,2024-02-26,154,2024-03-12
1399,356,2024-02-26,3703,2024-02-26
1400,184,2024-01-15,4315,2024-01-15
1401,429,2024-01-18,1330,2024-01-19
1402,195,2024-01-11,1069,2024-01-14
1403,438,2024-01-15,2805,2024-01-20
1404,468,2024-01-08,4022,2024-01-15
1405,345,2024-01-14,1420,2024-01-29
1406,431,2024-02-23,283,2024-02-28
1407,224,2024-01-03,4798,2024-01-03
1408,403,2024-01-11,4299,2024-01-11
1409,120,2024-02-27,1303,2024-03-13
1410,128,2024-01-11,1574,2024-01-13
1411,364,2024-01-26,4717,2024-02-10
1412,426,2024-01-02,802,2024-01-04
1413,210,2024-01-29,3961,2024-02-13
1414,346,2024-01-11,3465,2024-01-12
1415,407,2024-01-10,1589,2024-01-25
1416,419,2024-02-12,2266,2024-02-22
1417,185,2024-02-16,3814,2024-02-19
1418,405,2024-02-07,1982,2024-02-07
1419,293,2024-01-25,989,2024-01-25
1420,108,2024-01-13,4231,2024-01-23
1421,450,2024-01-27,888,2024-01-27
1422,190,2024-01-31,419,2024-02-15
1423,372,2024-02-02,863,2024-02-02
1424,346,2024-02-12,4517,2024-02-12
1425,100,2024-02-27,4376,2024-03-03
1426,315,2024-01-24,4440,2024-01-24
1427,319,2024-01-15,3223,2024-01-22
1428,279,2024-02-07,900,2024-02-22
1429,317,2024-01-09,4008,2024-01-11
1430,492,2024-01-15,2420,2024-01-15
1431,406,2024-02-26,3447,2024-03-07
1432,231,2024-01-13,158,2024-01-13
1433,395,2024-02-03,4357,2024-02-03
1434,103,2024-01-25,2687,2024-01-26
1435,309,2024-01-24,1367,2024-01-24
1436,318,2024-02-11,2177,2024-02-26
1437,233,2024-02-24,3569,2024-03-05
1438,389,2024-01-24,2357,2024-02-08
1439,448,2024-01-26,3485,2024-01-27
1440,382,2024-02-20,4052,2024-03-01
1441,191,2024-01-24,4645,2024-02-03
1442,347,2024-01-17,4832,2024-01-19
1443,276,2024-02-19,1231,2024-02-24
1444,437,2024-01-08,3758,2024-01-09
1445,500,2024-02-14,921,2024-02-14
1446,209,2024-02-02,2872,2024-02-07
1447,381,2024-02-09,1416,2024-02-09
1448,299,2024-02-10,846,2024-02-10
1449,174,2024-01-31,3666,2024-02-15
1450,145,2024-01-05,1916,2024-01-07
1451,289,2024-01-06,409,2024-01-21
1452,470,2024-01-25,4368,2024-01-30
1453,246,2024-02-15,570,2024-03-01
1454,496,2024-02-22,4149,2024-02-22
1455,324,2024-01-01,4344,2024-01-02
1456,246,2024-01-13,4282,2024-01-13
1457,364,2024-02-14,1488,2024-02-15
1458,445,2024-01-03,2059,2024-01-06
1459,435,2024-01-01,811,2024-01-01
1460,241,2024-02-19,2992,2024-02-24
1461,442,2024-01-26,4901,2024-01-31
1462,202,2024-02-03,662,2024-02-03
1463,146,2024-02-05,4680,2024-02-07
1464,398,2024-01-23,2365,2024-01-26
1465,215,2024-02-08,3825,2024-02-09
1466,306,2024-02-06,2238,2024-02-06
1467,189,2024-01-27,972,2024-02-06
1468,386,2024-01-05,2510,2024-01-15
1469,274,2024-01-08,2211,2024-01-18
1470,375,2024-02-22,2149,2024-03-08
1471,455,2024-01-29,4713,2024-02-03
1472,347,2024-02-19,2882,2024-02-20
1473,497,2024-01-30,4907,2024-02-06
1474,114,2024-01-31,2212,2024-01-31
1475,134,2024-01-25,1983,2024-01-26
1476,261,2024-01-27,4331,2024-01-30
1477,374,2024-01-01,2133,2024-01-03
1478,247,2024-01-06,2901,2024-01-11
1479,138,2024-02-05,4003,2024-02-05
1480,260,2024-01-23,4799,2024-01-24
1481,237,2024-01-12,4187,2024-01-13
1482,477,2024-01-13,2082,2024-01-14
1483,235,2024-01-14,1761,2024-01-15
1484,227,2024-02-23,3016,2024-03-09
1485,179,2024-02-19,1082,2024-02-19
1486,140,2024-02-13,154,2024-02-20
1487,491,2024-02-24,446,2024-03-05
1488,346,2024-01-24,2683,2024-02-08
1489,352,2024-02-27,2350,2024-03-13
1490,351,2024-01-12,2395,2024-01-22
1491,303,2024-01-15,1150,2024-01-30
1492,127,2024-02-03,4018,2024-02-08
1493,376,2024-01-03,2944,2024-01-13
1494,301,2024-02-25,3845,2024-02-25
1495,161,2024-02-14,3868,2024-02-24
1496,261,2024-02-14,196,2024-02-14
1497,445,2024-01-14,4859,2024-01-19
1498,151,2024-01-21,2227,2024-01-24
1499,195,2024-02-05,2042,2024-02-07
1500,237,2024-01-31,2910,2024-02-15
1501,287,2024-01-12,3572,2024-01-19
1502,207,2024-01-27,3090,2024-01-30
1503,305,2024-01-18,1573,2024-01-25
1504,392,2024-01-09,1972,2024-01-24
1505,151,2024-02-16,2031,2024-02-18
1506,384,2024-01-28,1706,2024-02-02
1507,174,2024-02-21,3974,2024-02-21
1508,104,2024-01-12,4192,2024-01-17
1509,168,2024-02-27,4474,2024-03-08
1510,468,2024-01-21,2557,2024-01-28
1511,228,2024-02-05,490,2024-02-20
1512,303,2024-01-07,591,2024-01-07
1513,210,2024-02-22,4003,2024-02-24
1514,422,2024-01-07,2841,2024-01-14
1515,233,2024-01-24,4690,2024-01-27
1516,385,2024-02-29,2919,2024-03-02
1517,110,2024-01-27,2976,2024-01-27
1518,447,2024-02-08,4825,2024-02-09
1519,394,2024-02-11,1529,2024-02-21
1520,499,2024-01-19,2763,2024-01-22
1521,444,2024-02-02,3761,2024-02-09
1522,140,2024-01-25,2447,2024-02-09
1523,337,2024-02-10,1472,2024-02-10
1524,427,2024-02-21,3555,2024-02-24
1525,423,2024-02-09,3415,2024-02-24
1526,136,2024-01-06,2914,2024-01-06
1527,216,2024-01-21,2486,2024-01-24
1528,463,2024-01-18,3339,2024-02-02
1529,238,2024-02-26,3075,2024-03-04
1530,482,2024-02-07,3788,2024-02-17
1531,311,2024-01-11,289,2024-01-11
1532,164,2024-02-16,2161,2024-02-17
1533,480,2024-02-14,1825,2024-02-14
1534,185,2024-01-26,882,2024-01-26
1535,132,2024-02-29,4592,2024-03-07
1536,127,2024-01-02,4392,2024-01-07
1537,491,2024-01-06,2250,2024-01-06
1538,416,2024-01-10,3293,2024-01-10
1539,258,2024-01-15,2427,2024-01-16
1540,326,2024-02-10,1175,2024-02-10
1541,369,2024-02-23,334,2024-02-23
1542,117,2024-02-12,2764,2024-02-15
1543,343,2024-01-30,2331,2024-02-09
1544,380,2024-01-29,4517,2024-01-29
1545,190,2024-02-07,3840,2024-02-22
1546,423,2024-02-17,3663,2024-03-03
1547,368,2024-02-10,2636,2024-02-20
1548,277,2024-01-31,1960,2024-02-10
1549,145,2024-01-29,3096,2024-01-31
1550,311,2024-01-17,2586,2024-01-17
1551,105,2024-01-01,1216,2024-01-11
1552,276,2024-01-19,4483,2024-01-26
1553,104,2024-02-14,4008,2024-02-21
1554,253,2024-01-01,2499,2024-01-06
1555,405,2024-01-15,4590,2024-01-15
1556,291,2024-01-13,4692,2024-01-18
1557,323,2024-01-26,1437,2024-01-27
1558,466,2024-02-17,3199,2024-02-22
1559,212,2024-01-17,3558,2024-01-17
1560,420,2024-01-16,2327,2024-01-26
1561,245,2024-02-11,2302,2024-02-21
1562,311,2024-01-13,1594,2024-01-13
1563,169,2024-01-19,3830,2024-01-19
1564,416,2024-01-29,4130,2024-01-31
1565,196,2024-01-21,1346,2024-01-21
1566,125,2024-02-04,1623,2024-02-04
1567,152,2024-01-19,1124,2024-01-21
1568,466,2024-01-29,2007,2024-01-29
1569,146,2024-01-10,4143,2024-01-10
1570,211,2024-01-22,2652,2024-01-27
1571,355,2024-01-24,359,2024-01-31
1572,269,2024-01-06,559,2024-01-06
1573,236,2024-02-19,684,2024-02-24
1574,378,2024-01-31,1674,2024-01-31
1575,228,2024-02-22,203,2024-02-27
1576,162,2024-02-19,3252,2024-02-20
1577,494,2024-01-29,374,2024-01-30
1578,201,2024-01-30,4369,2024-01-30
1579,440,2024-01-14,3287,2024-01-21
1580,448,2024-01-20,1399,2024-01-23
1581,422,2024-02-16,4602,2024-02-16
1582,366,2024-01-08,4042,2024-01-10
1583,426,2024-01-20,3052,2024-01-21
1584,126,2024-02-25,1025,2024-02-26
1585,220,2024-02-10,2758,2024-02-15
1586,107,2024-01-11,4889,2024-01-13
1587,161,2024-01-26,173,2024-01-27
1588,121,2024-02-07,4984,2024-02-14
1589,179,2024-01-24,2137,2024-01-24
1590,180,2024-02-01,2872,2024-02-01
1591,488,2024-02-10,589,2024-02-10
1592,282,2024-02-11,4493,2024-02-11
1593,154,2024-01-09,2006,2024-01-16
1594,262,2024-02-05,3693,2024-02-08
1595,475,2024-01-13,3194,2024-01-13
1596,283,2024-02-16,2153,2024-02-16
1597,120,2024-02-01,4679,2024-02-08
1598,250,2024-02-04,1654,2024-02-11
1599,390,2024-01-12,2948,2024-01-22
1600,265,2024-02-16,2355,2024-02-23
1601,406,2024-02-28,1413,2024-03-09
1602,135,2024-02-03,3781,2024-02-03
1603,251,2024-02-22,4536,2024-02-24
1604,287,2024-01-30,4244,2024-01-30
1605,294,2024-02-16,253,2024-02-16
1606,417,2024-02-24,2056,2024-02-27
1607,264,2024-02-16,4515,2024-02-16
1608,298,2024-01-13,4175,2024-01-23
1609,492,2024-02-05,2419,2024-02-05
1610,265,2024-01-27,1004,2024-01-30
1611,149,2024-02-03,458,2024-02-03
1612,166,2024-01-12,1755,2024-01-12
1613,154,2024-02-01,908,2024-02-02
1614,116,2024-02-06,4113,2024-02-11
1615,369,2024-02-09,2196,2024-02-24
1616,125,2024-01-24,680,2024-01-25
1617,106,2024-02-29,4125,2024-03-01
1618,140,2024-01-30,3056,2024-01-30
1619,385,2024-02-17,3123,2024-02-22
1620,462,2024-01-04,2277,2024-01-19
1621,370,2024-01-03,2589,2024-01-03
1622,139,2024-01-14,895,2024-01-24
1623,151,2024-02-16,4455,2024-02-17
1624,297,2024-01-13,4410,2024-01-14
1625,436,2024-01-16,1565,2024-01-31
1626,385,2024-02-17,3501,2024-02-27
1627,482,2024-01-07,3032,2024-01-22
1628,445,2024-01-30,952,2024-02-04
1629,185,2024-02-20,4605,2024-02-20
1630,305,2024-02-02,1395,2024-02-05
1631,373,2024-02-08,2986,2024-02-15
1632,261,2024-02-05,3145,2024-02-08
1633,311,2024-02-18,2749,2024-02-23
1634,411,2024-01-16,4569,2024-01-31
1635,209,2024-01-25,2181,2024-02-04
1636,284,2024-01-29,3352,2024-02-05
1637,100,2024-02-16,2430,2024-02-16
1638,405,2024-01-02,1206,2024-01-12
1639,254,2024-01-01,1917,2024-01-03
1640,209,2024-02-24,277,2024-02-27
1641,495,2024-02-22,4635,2024-02-24
1642,361,2024-02-05,4782,2024-02-20
1643,179,2024-01-07,3871,2024-01-07
1644,282,2024-01-10,2270,2024-01-10
1645,287,2024-02-26,2146,2024-03-12
1646,219,2024-01-17,852,2024-01-19
1647,392,2024-01-26,1881,2024-02-10
1648,475,2024-01-05,4052,2024-01-08
1649,188,2024-02-01,881,2024-02-16
1650,404,2024-02-11,406,2024-02-13
1651,474,2024-02-21,3225,2024-03-07
1652,140,2024-02-19,2839,2024-02-19
1653,278,2024-02-26,3512,2024-03-02
1654,161,2024-02-25,193,2024-02-26
1655,424,2024-02-19,543,2024-02-24
1656,256,2024-02-03,2715,2024-02-03
1657,376,2024-02-06,2777,2024-02-06
1658,357,2024-02-14,1354,2024-02-15
1659,125,2024-02-13,3750,2024-02-18
1660,485,2024-02-08,4234,2024-02-23
1661,146,2024-01-15,2473,2024-01-20
1662,301,2024-01-10,2853,2024-01-10
1663,142,2024-01-31,503,2024-02-15
1664,380,2024-01-26,796,2024-01-28
1665,304,2024-02-02,1168,2024-02-07
1666,490,2024-01-09,4681,2024-01-16
1667,201,2024-02-01,4780,2024-02-06
1668,200,2024-02-05,4394,2024-02-20
1669,226,2024-01-16,2281,2024-01-16
1670,497,2024-01-28,4818,2024-01-31
1671,145,2024-01-08,3569,2024-01-13
1672,287,2024-01-23,2727,2024-01-24
1673,276,2024-02-08,2597,2024-02-08
1674,186,2024-01-23,3722,2024-02-07
1675,419,2024-01-10,467,2024-01-17
1676,219,2024-01-13,1377,2024-01-16
1677,487,2024-02-16,1020,2024-02-16
1678,478,2024-01-04,1309,2024-01-05
1679,247,2024-01-01,1011,2024-01-04
1680,256,2024-01-29,286,2024-02-05
1681,269,2024-01-14,1835,2024-01-24
1682,204,2024-02-04,2218,2024-02-14
1683,380,2024-01-31,1257,2024-02-15
1684,455,2024-02-14,3185,2024-02-14
1685,398,2024-02-27,456,2024-03-08
1686,230,2024-01-11,2426,2024-01-11
1687,202,2024-02-20,2322,2024-03-06
1688,127,2024-01-30,645,2024-01-30
1689,298,2024-02-12,3050,2024-02-14
1690,155,2024-01-02,3266,2024-01-04
1691,218,2024-01-25,915,2024-02-04
1692,261,2024-02-01,4454,2024-02-16
1693,145,2024-01-12,4201,2024-01-13
1694,334,2024-02-05,425,2024-02-05
1695,226,2024-02-29,2597,2024-03-10
1696,270,2024-02-01,1386,2024-02-06
1697,109,2024-01-23,3011,2024-01-26
1698,420,2024-01-20,4206,2024-01-21
1699,241,2024-02-21,2210,2024-02-21
1700,298,2024-02-26,4646,2024-02-26
1701,243,2024-01-15,2899,2024-01-15
1702,301,2024-02-12,819,2024-02-12
1703,473,2024-01-25,1963,2024-02-04
1704,313,2024-01-16,1351,2024-01-31
1705,318,2024-01-20,2797,2024-02-04
1706,329,2024-02-04,1793,2024-02-04
1707,434,2024-01-09,4534,2024-01-24
1708,450,2024-02-21,1231,2024-02-22
1709,258,2024-02-14,1207,2024-02-24
1710,320,2024-02-28,4727,2024-02-28
1711,180,2024-01-21,4665,2024-01-21
1712,372,2024-02-16,1608,2024-02-16
1713,262,2024-02-23,341,2024-02-23
1714,491,2024-01-21,3468,2024-01-26
1715,255,2024-01-29,1344,2024-01-31
1716,498,2024-01-13,1177,2024-01-13
1717,194,2024-01-02,2286,2024-01-17
1718,410,2024-02-06,1991,2024-02-21
1719,405,2024-01-15,313,2024-01-16
1720,283,2024-01-06,1198,2024-01-13
1721,357,2024-02-24,3940,2024-03-10
1722,464,2024-02-11,1607,2024-02-14
1723,298,2024-02-01,1226,2024-02-08
1724,183,2024-01-13,364,2024-01-14
1725,309,2024-02-18,2310,2024-02-18
1726,311,2024-01-15,1775,2024-01-16
1727,133,2024-01-12,4113,2024-01-19
1728,452,2024-01-21,2121,2024-01-28
1729,318,2024-01-26,3216,2024-01-26
1730,468,2024-01-21,4785,2024-01-26
1731,404,2024-02-04,415,2024-02-14
1732,366,2024-01-07,3842,2024-01-14
1733,121,2024-02-26,4349,2024-02-27
1734,375,2024-01-26,4668,2024-01-26
1735,298,2024-02-03,1655,2024-02-03
1736,249,2024-01-29,2594,2024-02-03
1737,496,2024-02-22,3879,2024-02-24
1738,185,2024-01-28,546,2024-01-30
1739,453,2024-02-03,3897,2024-02-03
1740,430,2024-01-29,4201,2024-01-29
1741,157,2024-01-12,4576,2024-01-27
1742,169,2024-01-26,2749,2024-01-31
1743,330,2024-01-02,3816,2024-01-02
1744,402,2024-02-27,3824,2024-02-28
1745,146,2024-01-17,1443,2024-01-20
1746,467,2024-02-16,847,2024-02-16
1747,158,2024-02-15,3073,2024-02-22
1748,143,2024-02-03,4291,2024-02-08
1749,413,2024-01-11,4608,2024-01-16
1750,294,2024-01-03,2845,2024-01-03
1751,389,2024-02-25,1428,2024-02-25
1752,174,2024-01-12,3537,2024-01-12
1753,257,2024-01-20,2465,2024-01-27
1754,420,2024-01-12,1177,2024-01-12
1755,203,2024-01-01,2173,2024-01-16
1756,106,2024-01-30,4184,2024-02-06
1757,378,2024-02-21,4142,2024-02-21
1758,221,2024-01-14,3997,2024-01-29
1759,332,2024-01-27,750,2024-02-03
1760,407,2024-02-08,2104,2024-02-08
1761,380,2024-01-18,4667,2024-02-02
1762,206,2024-01-04,1314,2024-01-04
1763,128,2024-02-11,400,2024-02-14
1764,174,2024-02-24,4835,2024-02-24
1765,408,2024-01-20,818,2024-01-23
1766,125,2024-01-07,1560,2024-01-12
1767,182,2024-02-13,4973,2024-02-15
1768,393,2024-02-20,1553,2024-03-01
1769,333,2024-02-17,3050,2024-03-03
1770,118,2024-01-06,2744,2024-01-08
1771,288,2024-02-27,654,2024-03-03
1772,488,2024-01-28,631,2024-02-07
1773,249,2024-01-31,1099,2024-01-31
1774,455,2024-02-25,2796,2024-02-27
1775,369,2024-01-27,1819,2024-02-06
1776,456,2024-01-14,576,2024-01-29
1777,155,2024-02-06,818,2024-02-16
1778,347,2024-02-16,2452,2024-03-02
1779,318,2024-02-08,2227,2024-02-11
1780,369,2024-02-06,2998,2024-02-21
1781,166,2024-02-09,4166,2024-02-24
1782,366,2024-02-16,4134,2024-02-23
1783,192,2024-02-26,2006,2024-03-12
1784,462,2024-01-19,112,2024-01-20
1785,160,2024-01-02,1066,2024-01-09
1786,477,2024-02-24,3496,2024-02-25
1787,311,2024-01-03,2964,2024-01-06
1788,386,2024-02-21,192,2024-02-22
1789,427,2024-01-13,2184,2024-01-15
1790,134,2024-01-20,4250,2024-01-22
1791,381,2024-01-21,1032,2024-01-21
1792,451,2024-01-22,3344,2024-01-25
1793,470,2024-02-06,338,2024-02-21
1794,189,2024-01-13,2868,2024-01-16
1795,444,2024-01-31,391,2024-02-07
1796,430,2024-01-09,1372,2024-01-16
1797,421,2024-01-30,2845,2024-02-09
1798,336,2024-02-20,558,2024-02-25
1799,366,2024-01-20,2684,2024-02-04
1800,384,2024-02-04,1806,2024-02-04
1801,395,2024-02-13,2996,2024-02-16
1802,133,2024-01-10,355,2024-01-12
1803,273,2024-01-25,1459,2024-02-04
1804,392,2024-02-08,1635,2024-02-13
1805,404,2024-01-08,2676,2024-01-10
1806,463,2024-01-03,3490,2024-01-05
1807,144,2024-02-01,3144,2024-02-02
1808,331,2024-02-23,1870,2024-02-25
1809,368,2024-01-20,1019,2024-01-20
1810,291,2024-02-20,1755,2024-02-20
1811,147,2024-01-29,304,2024-02-08
1812,347,2024-02-27,1362,2024-03-08
1813,197,2024-01-22,4389,2024-01-29
1814,258,2024-02-19,1273,2024-02-22
1815,493,2024-02-25,4328,2024-02-25
1816,446,2024-01-09,399,2024-01-10
1817,335,2024-01-25,1048,2024-02-04
1818,102,2024-01-20,4968,2024-01-20
1819,144,2024-01-22,477,2024-01-29
1820,152,2024-02-03,284,2024-02-05
1821,395,2024-02-18,1819,2024-02-20
1822,264,2024-01-13,2447,2024-01-14
1823,241,2024-02-04,3713,2024-02-07
1824,443,2024-01-08,1323,2024-01-10
1825,180,2024-01-18,224,2024-01-18
1826,418,2024-02-05,938,2024-02-15
1827,205,2024-02-04,4600,2024-02-07
1828,263,2024-01-18,2420,2024-01-18
1829,393,2024-01-16,683,2024-01-16
1830,259,2024-02-09,4528,2024-02-12
1831,327,2024-01-04,337,2024-01-04
1832,341,2024-02-27,967,2024-02-27
1833,296,2024-01-04,3593,2024-01-04
1834,300,2024-01-12,4955,2024-01-27
1835,422,2024-02-23,3013,2024-03-01
1836,259,2024-01-22,4470,2024-01-23
1837,140,2024-02-29,4751,2024-03-07
1838,167,2024-01-06,896,2024-01-13
1839,333,2024-01-20,3954,2024-01-27
1840,218,2024-01-15,2213,2024-01-15
1841,286,2024-01-26,2806,2024-01-26
1842,266,2024-01-30,347,2024-02-06
1843,133,2024-01-31,2979,2024-01-31
1844,345,2024-01-30,2412,2024-01-30
1845,493,2024-01-23,4807,2024-02-07
1846,165,2024-02-02,3423,2024-02-02
1847,465,2024-02-20,2769,2024-02-20
1848,384,2024-02-11,2574,2024-02-11
1849,372,2024-01-30,4937,2024-02-04
1850,311,2024-01-16,2096,2024-01-31
1851,380,2024-01-11,3244,2024-01-18
1852,133,2024-01-22,4941,2024-01-23
1853,320,2024-02-20,4746,2024-02-25
1854,275,2024-02-04,1517,2024-02-05
1855,439,2024-02-12,4803,2024-02-12
1856,349,2024-01-08,4983,2024-01-23
1857,337,2024-01-21,899,2024-01-31
1858,327,2024-01-12,3424,2024-01-14
1859,135,2024-02-08,4985,2024-02-08
1860,494,2024-02-22,2782,2024-02-27
1861,353,2024-02-11,841,2024-02-11
1862,211,2024-02-22,4857,2024-02-22
1863,486,2024-02-10,1301,2024-02-10
1864,438,2024-01-10,4452,2024-01-17
1865,249,2024-01-25,4834,2024-02-09
1866,328,2024-01-13,2693,2024-01-14
1867,253,2024-02-06,3661,2024-02-08
1868,467,2024-02-28,831,2024-03-02
1869,398,2024-01-01,4281,2024-01-16
1870,306,2024-02-24,2509,2024-02-24
1871,131,2024-01-24,535,2024-02-03
1872,100,2024-02-15,3042,2024-02-25
1873,156,2024-02-25,355,2024-02-27
1874,220,2024-01-28,3329,2024-02-12
1875,420,2024-01-21,3426,2024-01-26
1876,295,2024-01-28,1830,2024-02-07
1877,439,2024-01-12,1239,2024-01-19
1878,196,2024-02-05,3051,2024-02-10
1879,313,2024-01-10,1128,2024-01-12
1880,168,2024-01-01,228,2024-01-01
1881,173,2024-02-16,3677,2024-02-23
1882,169,2024-01-06,3506,2024-01-06
1883,333,2024-02-27,3587,2024-03-13
1884,419,2024-01-12,4273,2024-01-19
1885,317,2024-02-05,3251,2024-02-12
1886,281,2024-01-15,3579,2024-01-15
1887,409,2024-01-01,4180,2024-01-16
1888,474,2024-01-16,2305,2024-01-26
1889,310,2024-02-29,4821,2024-03-10
1890,287,2024-01-03,4754,2024-01-03
1891,347,2024-02-15,1027,2024-02-18
1892,397,2024-01-31,1263,2024-01-31
1893,473,2024-02-16,2389,2024-02-26
1894,338,2024-02-03,4387,2024-02-03
1895,412,2024-01-06,3970,2024-01-07
1896,422,2024-02-17,4517,2024-02-17
1897,396,2024-01-20,532,2024-02-04
1898,275,2024-02-04,3940,2024-02-04
1899,332,2024-02-02,4801,2024-02-09
1900,475,2024-01-22,2991,2024-01-27
1901,250,2024-01-19,389,2024-01-19
1902,455,2024-02-29,2590,2024-03-15
1903,472,2024-02-20,2233,2024-03-06
1904,131,2024-02-10,4836,2024-02-17
1905,186,2024-02-06,2490,2024-02-06
1906,477,2024-02-09,2449,2024-02-09
1907,348,2024-01-06,4241,2024-01-06
1908,139,2024-02-24,2164,2024-02-26
1909,167,2024-02-09,2354,2024-02-11
1910,231,2024-01-01,1530,2024-01-01
1911,402,2024-02-17,3758,2024-02-17
1912,289,2024-02-21,2240,2024-02-21
1913,500,2024-02-14,4072,2024-02-15
1914,192,2024-02-21,371,2024-03-02
1915,275,2024-01-06,4978,2024-01-06
1916,178,2024-02-23,3482,2024-03-01
1917,494,2024-01-25,3705,2024-01-26
1918,471,2024-02-10,1827,2024-02-10
1919,395,2024-02-16,545,2024-02-19
1920,428,2024-01-17,530,2024-01-17
1921,185,2024-01-30,4001,2024-02-04
1922,254,2024-01-31,2014,2024-02-10
1923,294,2024-02-13,3987,2024-02-18
1924,234,2024-01-10,3661,2024-01-20
1925,106,2024-01-19,3229,2024-01-26
1926,447,2024-01-21,436,2024-01-31
1927,149,2024-02-28,2998,2024-03-09
1928,321,2024-02-09,2844,2024-02-11
1929,238,2024-01-18,2191,2024-01-18
1930,435,2024-02-07,3877,2024-02-12
1931,495,2024-02-13,4922,2024-02-14
1932,494,2024-01-13,2864,2024-01-23
1933,446,2024-02-14,2666,2024-02-14
1934,380,2024-01-01,656,2024-01-01
1935,106,2024-01-27,4402,2024-01-27
1936,153,2024-02-13,2979,2024-02-20
1937,212,2024-02-16,2163,2024-02-18
1938,198,2024-01-03,853,2024-01-03
1939,129,2024-02-08,1097,2024-02-09
1940,462,2024-01-08,1164,2024-01-08
1941,292,2024-02-12,1613,2024-02-27
1942,156,2024-02-14,2175,2024-02-14
1943,250,2024-01-30,3814,2024-01-30
1944,241,2024-02-19,2749,2024-02-24
1945,231,2024-01-11,2371,2024-01-11
1946,497,2024-01-04,3283,2024-01-09
1947,270,2024-01-04,2268,2024-01-06
1948,191,2024-01-29,4128,2024-01-29
1949,202,2024-02-09,1561,2024-02-14
1950,430,2024-02-01,1278,2024-02-01
1951,376,2024-02-19,1889,2024-02-24
1952,414,2024-02-11,3717,2024-02-11
1953,466,2024-01-17,385,2024-01-17
1954,137,2024-01-05,2152,2024-01-20
1955,497,2024-01-29,4177,2024-01-29
1956,176,2024-02-11,409,2024-02-11
1957,440,2024-01-25,1341,2024-01-27
1958,458,2024-01-22,4807,2024-01-27
1959,101,2024-02-02,4016,2024-02-09
1960,323,2024-01-26,4524,2024-01-26
1961,215,2024-01-01,4049,2024-01-06
1962,162,2024-02-06,3040,2024-02-16
1963,270,2024-02-13,3381,2024-02-15
1964,128,2024-02-10,3092,2024-02-10
1965,373,2024-02-24,759,2024-02-27
